CRS Code,Station Name,Sixteen Character Name,Longitude,Latitude,Station Operator,National Location Code,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Postcode,Ticket Office Mon-Fri Start,Ticket Office Mon-Fri End,Ticket Office Sat Start,Ticket Office Sat End,Ticket Office Sun Start,Ticket Office Sun End,Toilets Available,Wheelchairs Available
CWH,Crews Hill,CREWSHILL,-0.10688,51.68449,GN,600700,,,,,,,,,,,,false,false
CNR,Crianlarich,CRIANLARICH,-4.618415436,56.39046001,SR,882600,,,,,,,,,,,,true,false
CCC,Criccieth,CRICCIETH,-4.237528403,52.91842819,AW,431200,,,,,,,,,,,,false,false
CRI,Cricklewood,CRICKLEWOOD,-0.21223,51.55872,TL,151900,,,,,,06:10:00.000,19:10:00.000,08:40:00.000,16:45:00.000,09:15:00.000,17:45:00.000,false,true
CFF,Croftfoot,CROFTFOOT,-4.22831733,55.81824958,SR,977800,,,,,,07:00:00.000,10:00:00.000,10:45:00.000,13:30:00.000,,,false,
CFT,Crofton Park,CROFTON PARK,-0.036496434,51.45519193,TL,507800,,,,,,06:40:00.000,13:20:00.000,,,,,false,true
CMR,Cromer,CROMER.,1.292833615,52.9301088,LE,729500,,,,,,,,,,,,false,
CMF,Cromford,CROMFORD,-1.548786122,53.11294781,EM,182200,,,,,,,,,,,,false,
CKT,Crookston,CROOKSTON,-4.365941786,55.84218387,SR,962800,,,,,,,,,,,,false,false
CRG,Cross Gates,CROSS GATES,-1.450295749,53.80491752,NT,847300,,,,,,,,06:02:00.000,14:15:00.000,,,false,
CFL,Crossflatts,CROSSFLATTS,-1.844887769,53.85847792,NT,855400,,,,,,,,,,,,false,
COI,Crosshill,CROSSHILL,-4.256804153,55.83326984,SR,981400,,,,,,06:45:00.000,13:15:00.000,09:00:00.000,14:40:00.000,,,false,
CKY,Crosskeys,CKY,-3.12628,51.62156,AW,9902,,,,,,,,,,,,false,false
CMY,Crossmyloof,CROSSMYLOOF,-4.284311038,55.83393038,SR,979600,,,,,,,,,,,,false,false
CSO,Croston,CROSTON,-2.77774904,53.66756883,NT,231300,,,,,,,,,,,,false,false
CRH,Crouch Hill,CROUCH HILL,-0.1169292922,51.5712596808,LO,740600,,,,,,,,,,,,false,
COH,Crowborough,CROWBOROUGH,0.188023149,51.04638117,SN,532500,,,,,,06:00:00.000,12:35:00.000,06:30:00.000,13:05:00.000,,,true,
CWU,Crowhurst,CROWHURST,0.501354995,50.88857369,SE,523300,,,,,,06:00:00.000,10:00:00.000,,,,,false,
CWE,Crowle,CROWLE,-0.81736252,53.58975345,NT,652400,,,,,,,,,,,,false,
CRN,Crowthorne,CROWTHORNE,-0.819274953,51.36672944,GW,562800,,,,,,06:45:00.000,10:30:00.000,,,,,false,false
CRO,Croy,CROY.,-4.035961758,55.95566505,SR,994300,,,,,,06:40:00.000,19:34:00.000,07:40:00.000,20:34:00.000,09:10:00.000,16:50:00.000,true,false
CYP,Crystal Palace,CRYSTAL PALACE,-0.0726045159,51.4181107996,LO,535600,,,,,,06:20:00.000,19:45:00.000,06:45:00.000,20:10:00.000,07:45:00.000,16:20:00.000,true,
CUD,Cuddington,CUDDINGTON,-2.59930339,53.23993338,NT,230500,,,,,,,,,,,,false,
CUF,Cuffley,CUFFLEY,-0.10978,51.70872,GN,600800,,,,,,06:40:00.000,18:30:00.000,07:35:00.000,14:00:00.000,09:00:00.000,14:45:00.000,true,false
CUM,Culham,CULHAM,-1.236511134,51.65379512,GW,310700,,,,,,,,,,,,false,false
CUA,Culrain,CULRAIN,-4.404282053,57.91949459,SR,862500,,,,,,,,,,,,false,false
CUB,Cumbernauld,CUMBERNAULD.,-3.980318658,55.94201304,SR,972100,,,,,,,,10:30:00.000,13:30:00.000,,,true,false
CUP,Cupar,CUPAR,-3.008758431,56.31697353,SR,912100,,,,,,06:45:00.000,20:30:00.000,08:10:00.000,21:00:00.000,11:30:00.000,17:00:00.000,true,false
CUH,Curriehill,CURRIEHILL,-3.318749653,55.90055849,SR,921800,,,,,,,,,,,,false,false
CUS,Custom House (Elizabeth line),CUSTOMHOUSE,0.025894,51.509639,XR,6561,,,,,,,,,,,,true,true
CUX,Cuxton,CUXTON,0.46171433,51.37392606,SE,520100,,,,,,,,,,,,false,
CMH,Cwmbach,CWMBACH,-3.413738026,51.70192641,AW,398100,,,,,,,,,,,,false,false
CWM,Cwmbran,CWM,-3.01622181,51.65658282,AW,3738,,,,,,06:40:00.000,18:00:00.000,08:00:00.000,18:00:00.000,,,true,true
CYN,Cynghordy,CYNGHORDY,-3.748233148,52.05150756,AW,414700,,,,,,,,,,,,false,false
DDK,Dagenham Dock,DAGENHAM DOCK,0.1450431938,51.5262934247,CC,744000,,,,,,06:15:00.000,09:50:00.000,,,,,false,
DSY,Daisy Hill,DAISY HILL,-2.515868885,53.53946635,NT,277700,,,,,,,,06:10:00.000,19:25:00.000,,,false,true
DAG,Dalgety Bay,DALGETY BAY,-3.367718989,56.0420829,SR,913500,,,,,,,,,,,,false,false
DAL,Dalmally,DALMALLY,-4.983544174,56.40117417,SR,871100,,,,,,,,,,,,false,false
DAK,Dalmarnock,DALMARNOCK,-4.217700309,55.84207011,SR,979000,,,,,,07:15:00.000,09:30:00.000,,,,,false,false
DAM,Dalmeny,DALMENY,-3.381618779,55.98630536,SR,941500,,,,,,06:45:00.000,10:00:00.000,08:10:00.000,11:30:00.000,,,true,false
DMR,Dalmuir,DALMUIR,-4.426678018,55.91191657,SR,999200,,,,,,,,05:45:00.000,19:00:00.000,08:10:00.000,17:00:00.000,true,false
DLR,Dalreoch,DALREOCH,-4.5778481,55.94740397,SR,986400,,,,,,,,09:00:00.000,14:15:00.000,,,false,false
DLY,Dalry,DALRY,-4.711070842,55.70621143,SR,948300,,,,,,,,,,,,false,false
DLS,Dalston (Cumbria),DALSTON CUMBRIA,-2.988848877,54.84617418,NT,207700,,,,,,,,,,,,false,
DLJ,Dalston Junction,DALS,-0.076215,51.544513,LO,1443,,,,,,07:30:00.000,10:00:00.000,12:30:00.000,14:45:00.000,,,false,true
DLK,Dalston Kingsland,DALSTON KINGSLND,-0.0757611164,51.5482896253,LO,142900,,,,,,07:00:00.000,18:15:00.000,08:45:00.000,19:00:00.000,12:15:00.000,13:30:00.000,false,true
DLT,Dalton (Cumbria),DALTON CUMBRIA,-3.179010182,54.15424234,NT,195700,,,,,,,,,,,,false,
DLW,Dalwhinnie,DALWHINNIE,-4.246197968,56.93515882,SR,862800,,,,,,,,,,,,false,false
DNY,Danby,DANBY,-0.910719291,54.46643039,NT,791500,,,,,,,,,,,,false,
DCT,Danescourt,DANES COURT,-3.233928033,51.50050789,AW,379700,,,,,,,,,,,,false,false
DZY,Danzey,DANZEY,-1.821241229,52.3243769,WM,451900,,,,,,,,,,,,false,
DAR,Darlington,DARLINGTON.,-1.547328479,54.52045136,GR,787700,,,,,,06:00:00.000,19:00:00.000,07:00:00.000,19:00:00.000,08:00:00.000,18:00:00.000,true,true
DAN,Darnall,DARNALL,-1.410652924,53.38111164,NT,672900,,,,,,,,,,,,false,
DSM,Darsham,DARSHAM,1.523482074,52.27301314,LE,721100,,,,,,,,,,,,false,
DFD,Dartford,DARTFORD,0.219261557,51.44737254,SE,510100,,,,,,06:00:00.000,20:40:00.000,06:10:00.000,19:40:00.000,07:10:00.000,20:40:00.000,true,true
DRT,Darton,DARTON,-1.531651865,53.58838039,NT,842000,,,,,,,,,,,,true,
DWN,Darwen,DARWEN,-2.464945018,53.69804478,NT,257600,,,,,,,,,,,,false,
DAT,Datchet,DATCHET,-0.579416012,51.48308149,SW,566800,,,,,,06:00:00.000,12:00:00.000,08:00:00.000,13:00:00.000,,,false,false
DVN,Davenport,DAVENPORT,-2.152579926,53.39082838,NT,277000,,,,,,06:20:00.000,12:50:00.000,07:00:00.000,13:30:00.000,,,false,false
DWL,Dawlish,DAWLISH,-3.464647817,50.58080594,GW,340800,,,,,,07:05:00.000,19:00:00.000,07:00:00.000,14:00:00.000,,,true,true
DWW,Dawlish Warren,DAWLISH WARREN,-3.444018179,50.59905091,GW,340900,,,,,,,,,,,,false,
DEA,Deal,DEAL,1.398864195,51.22304659,SE,501100,,,,,,06:10:00.000,12:50:00.000,06:10:00.000,12:50:00.000,07:30:00.000,16:00:00.000,true,
DEN,Dean (Wilts),DEAN (WILTS),-1.634809477,51.0422304,SW,594200,,,,,,,,,,,,false,false
DGT,Deansgate,DEANSGATE G-MEX,-2.251066103,53.47409585,NT,296300,,,,,,,,06:00:00.000,23:30:00.000,08:10:00.000,23:30:00.000,false,
DGY,Deganwy,DEGANWY,-3.833403597,53.29476587,AW,248000,,,,,,,,,,,,false,false
DHN,Deighton,DEIGHTON,-1.75219726,53.66885819,NT,844100,,,,,,,,,,,,false,
DLM,Delamere,DELAMERE,-2.666559449,53.2287892,NT,230600,,,,,,,,,,,,false,
DBD,Denby Dale,DENBY DALE,-1.663208663,53.57264355,NT,843200,,,,,,,,,,,,false,
DNM,Denham,DENHAM,-0.497428347,51.5788354,CH,305200,,,,,,06:00:00.000,12:40:00.000,07:50:00.000,13:30:00.000,,,,false
DGC,Denham Golf Club,DENHAM GOLF CLUB,-0.517778734,51.58059592,CH,306000,,,,,,,,,,,,false,false
DMK,Denmark Hill,DENMARK HILL,-0.08935568,51.46820589,TL,542100,,,,,,06:10:00.000,21:00:00.000,06:40:00.000,20:00:00.000,08:10:00.000,17:40:00.000,true,true
DNT,Dent,DENT,-2.363597216,54.28241606,NT,210300,,,,,,,,,,,,false,
DTN,Denton,DENTON,-2.130226303,53.45692242,NT,285500,,,,,,,,,,,,false,false
DEP,Deptford,DEPTFORD,-0.026263166,51.4788514,SE,514500,,,,,,06:40:00.000,17:25:00.000,,,,,false,
DBY,Derby,DERBY.,-1.463073262,52.91618036,EM,182300,,,,,,04:55:00.000,22:45:00.000,04:55:00.000,22:45:00.000,06:20:00.000,23:00:00.000,true,true
DBR,Derby Road (Ipswich),DERBY RD IPSWICH,1.182659486,52.05057196,LE,721200,,,,,,,,,,,,false,
DPT,Devonport,DEVONPORT DEVON,-4.171511893,50.3781945,GW,357900,,,,,,,,,,,,false,false
DEW,Dewsbury,DEWSBURY.,-1.633482066,53.69210344,TP,832600,,,,,,06:15:00.000,19:30:00.000,06:15:00.000,19:30:00.000,07:30:00.000,19:30:00.000,true,true
DID,Didcot Parkway,DIDCOT PARKWAY,-1.242891296,51.61095504,GW,303000,,,,,,06:00:00.000,19:40:00.000,06:30:00.000,19:40:00.000,08:00:00.000,19:40:00.000,true,true
DIG,Digby & Sowton,-,-3.473885692,50.71370499,GW,575300,,,,,,,,,,,,false,false
DMH,Dilton Marsh,DILTON MARSH,-2.207421924,51.24799152,GW,550200,,,,,,,,,,,,false,false
DMG,Dinas (Rhondda),DINAS MID GLAM,-3.437557147,51.61783077,AW,390100,,,,,,,,,,,,false,false
DNS,Dinas Powys,DINAS POWYS,-3.218362695,51.4316643,AW,383000,,,,,,,,,,,,false,
DGL,Dingle Road,DINGLE ROAD,-3.180614958,51.44005367,AW,386100,,,,,,,,,,,,false,false
DIN,Dingwall,DINGWALL,-4.42206913,57.59405759,SR,863200,,,,,,,,10:30:00.000,13:30:00.000,,,true,true
DND,Dinsdale,DINSDALE,-1.467067384,54.51473198,NT,789700,,,,,,,,,,,,false,
DTG,Dinting,DINTING,-1.970306404,53.44934927,NT,289300,,,,,,06:30:00.000,13:00:00.000,,,,,false,
DSL,Disley,DISLEY,-2.042476966,53.35819889,NT,276500,,,,,,07:10:00.000,10:10:00.000,,,,,false,
DIS,Diss,DISS.,1.123713427,52.37367539,LE,734800,,,,,,06:05:00.000,19:25:00.000,07:15:00.000,15:20:00.000,09:00:00.000,18:25:00.000,true,true
DOC,Dockyard (Devonport),DOCKYARD DEVONPT,-4.175917265,50.38224968,GW,358800,,,,,,,,,,,,false,false
DOD,Dodworth,DODWORTH,-1.530932801,53.54416241,NT,678100,,,,,,,,,,,,false,
DOL,Dolau,DOL,-3.263627535,52.29535707,AW,4188,,,,,,,,,,,,false,false
DLH,Doleham,DOLEHAM,0.610702875,50.9187472,SN,503600,,,,,,,,,,,,false,false
DLG,Dolgarrog,DOLGARROG,-3.822653706,53.18636329,AW,253800,,,,,,,,,,,,false,false
DWD,Dolwyddelan,DOLWYDDELAN,-3.88473,53.05157,AW,245200,,,,,,,,,,,,false,false
DON,Doncaster,DONCASTER.,-1.140234479,53.5214971,GR,641700,,,,,,05:45:00.000,20:00:00.000,06:00:00.000,19:00:00.000,08:00:00.000,18:00:00.000,true,true
DCH,Dorchester South,DORCHESTER SOUTH,-2.437250357,50.70927877,SW,596100,,,,,,05:50:00.000,18:15:00.000,06:45:00.000,17:00:00.000,08:45:00.000,16:00:00.000,true,false
DCW,Dorchester West,DORCHESTER WEST,-2.442548773,50.71094047,GW,596200,,,,,,,,,,,,false,false
DOR,Dore & Totley,DORE,-1.515445314,53.32746933,NT,669000,,,,,,,,,,,,true,false
DPD,Dorking (Deepdene),DORKING DEEPDENE,-0.324631668,51.23880129,GW,541200,,,,,,,,,,,,false,
DKG,Dorking (Main),DORKING,-0.32423924,51.240927,SN,535700,,,,,,06:10:00.000,20:10:00.000,06:40:00.000,19:50:00.000,09:10:00.000,16:45:00.000,true,true
DKT,Dorking West,DORKING WEST,-0.339967488,51.23622304,GW,529700,,,,,,,,,,,,false,
DMS,Dormans,DORMANS,-0.004302625,51.15578598,SN,541300,,,,,,06:30:00.000,10:15:00.000,,,,,false,false
DDG,Dorridge,DORRIDGE.,-1.752908156,52.37208286,CH,452500,,,,,,05:35:00.000,00:05:00.000,06:20:00.000,00:05:00.000,09:20:00.000,23:50:00.000,true,false
DVH,Dove Holes,DOVE HOLES,-1.890433778,53.29981804,NT,276600,,,,,,,,,,,,false,false
DVP,Dover Priory,DOVER PRIORY,1.305307618,51.12570009,SE,503300,,,,,,05:30:00.000,21:30:00.000,05:30:00.000,21:30:00.000,06:15:00.000,21:30:00.000,true,true
DVC,Dovercourt,DOVERCOURT,1.280629166,51.93875208,LE,690100,,,,,,,,,,,,false,
DVY,Dovey Junction,DOVEY JUNCTION,-3.923911977,52.56437479,AW,443600,,,,,,,,,,,,false,false
DOW,Downham Market,DOWNHAMMARKET,0.365691,52.60413,GN,705500,,,,,,06:00:00.000,17:00:00.000,07:10:00.000,13:30:00.000,,,true,false
DRG,Drayton Green,DRAYTON GREEN,-0.329640681,51.51602938,GW,309900,,,,,,,,,,,,false,false
DYP,Drayton Park,DRAYTONPARK,-0.10571,51.55309,GN,600000,,,,,,06:30:00.000,10:00:00.000,,,,,false,false
DRM,Drem,DREM,-2.786046322,56.00511747,SR,931700,,,,,,,,,,,,false,false
DRF,Driffield,DRIFFIELD,-0.434671072,54.00154161,NT,805700,,,,,,,,07:15:00.000,00:00:00.000,,,false,false
DRI,Drigg,DRIGG,-3.443410921,54.37696312,NT,199400,,,,,,,,,,,,false,false
DTW,Droitwich Spa,DROITWICH SPA,-2.158368535,52.26821535,WM,487800,,,,,,,,08:00:00.000,15:00:00.000,,,true,
DRO,Dronfield,DRONFIELD,-1.46877279,53.30139118,NT,661600,,,,,,,,,,,,false,
DMC,Drumchapel,DRUMCHAPEL.,-4.362874204,55.90479898,SR,999400,,,,,,,,08:30:00.000,17:30:00.000,09:00:00.000,15:00:00.000,false,false
DFR,Drumfrochar,DRUMFROCHAR,-4.774756808,55.9412369,SR,996700,,,,,,,,,,,,false,false
DRU,Drumgelloch,DRUMGELLOCH,-3.954080399,55.86582675,SR,975700,,,,,,,,,,,,false,false
DMY,Drumry,DRUMRY,-4.385468258,55.90457891,SR,999300,,,,,,,,10:30:00.000,15:15:00.000,,,false,false
DUD,Duddeston,DUDDESTON.,-1.871386376,52.48837183,WM,104000,,,,,,08:00:00.000,10:00:00.000,,,,,false,
DDP,Dudley Port,DUDLEY PORT.,-2.049480314,52.52466179,WM,121200,,,,,,06:15:00.000,20:00:00.000,07:00:00.000,20:00:00.000,09:00:00.000,17:00:00.000,false,
DFI,Duffield,DUFFIELD,-1.486035917,52.98774917,EM,169100,,,,,,,,,,,,false,
DRN,Duirinish,DUIRINISH,-5.692009059,57.31938444,SR,868100,,,,,,,,,,,,false,false
DST,Duke Street,DUKE STREET,-4.213039062,55.85842168,SR,990600,,,,,,,,,,,,false,false
DUL,Dullingham,DULLINGHAM,0.366671696,52.20166503,LE,702700,,,,,,,,,,,,false,
DBC,Dumbarton Central,DUMBARTON CTL,-4.566905428,55.94664381,SR,986600,,,,,,06:50:00.000,20:00:00.000,08:40:00.000,20:00:00.000,09:00:00.000,16:00:00.000,true,false
DBE,Dumbarton East,DUMBARTON EAST,-4.554121225,55.94223566,SR,986800,,,,,,,,,,,,false,
DUM,Dumbreck,DUMBRECK,-4.300936223,55.84501703,SR,962200,,,,,,,,,,,,false,false
DMF,Dumfries,DUMFRIES,-3.604300326,55.07255321,SR,949000,,,,,,06:35:00.000,19:30:00.000,06:35:00.000,19:30:00.000,10:30:00.000,19:55:00.000,true,true
DMP,Dumpton Park,DUMPTON PARK,1.425837546,51.34570515,SE,503400,,,,,,,,,,,,false,
DUN,Dunbar,DUNBAR,-2.513352988,55.99828768,SR,939700,,,,,,06:10:00.000,21:15:00.000,07:00:00.000,20:00:00.000,11:15:00.000,18:30:00.000,true,true
DBL,Dunblane,DUNBLANE,-3.965483792,56.18587463,SR,871300,,,,,,06:40:00.000,13:00:00.000,07:40:00.000,14:00:00.000,,,true,true
DCG,Duncraig,DUNCRAIG,-5.63692547,57.33708399,SR,868200,,,,,,,,,,,,false,false
DEE,Dundee,DUNDEE.,-2.971204807,56.45647618,SR,903900,,,,,,06:25:00.000,19:30:00.000,06:25:00.000,19:30:00.000,08:30:00.000,19:30:00.000,true,true
DFE,Dunfermline City,DUNFERMLINE TOWN,-3.452529288,56.06817924,SR,918600,,,,,,06:40:00.000,19:45:00.000,06:40:00.000,19:45:00.000,,,true,false
DFL,Dunfermline Queen Margaret,DUNFERMLINE QM,-3.421467431,56.08056397,SR,918700,,,,,,,,,,,,false,false
DKD,Dunkeld & Birnam,DUNKELD,-3.578399065,56.5570421,SR,876300,,,,,,,,,,,,false,false
DNL,Dunlop,DUNLOP,-4.532374915,55.71187096,SR,949200,,,,,,,,,,,,false,false
DNO,Dunrobin Castle,DUNROBIN CASTLE,-3.949447893,57.98559779,SR,864200,,,,,,,,,,,,false,false
DOT,Dunston,DUNSTON,-1.641034364,54.95005031,NT,774400,,,,,,,,,,,,false,
DNG,Dunton Green,DUNTON GREEN,0.170948548,51.29648798,SE,510200,,,,,,,,,,,,false,
DHM,Durham,DURHAM.,-1.581756017,54.77939227,GR,774500,,,,,,06:00:00.000,18:00:00.000,07:00:00.000,17:00:00.000,09:00:00.000,16:00:00.000,true,true
DUR,Durrington-on-Sea,DURRINGTON,-0.411461916,50.81752228,SN,528200,,,,,,06:10:00.000,19:35:00.000,07:10:00.000,13:45:00.000,08:10:00.000,15:45:00.000,false,true
DYC,Dyce,DYCE,-2.192327933,57.20564178,SR,890500,,,,,,,,,,,,false,false
DYF,Dyffryn Ardudwy,DYFFRYN ARDUDWY,-4.104657014,52.78886514,AW,445500,,,,,,,,,,,,false,false
EAG,Eaglescliffe,EAGLESCLIFFE,-1.349435972,54.52943483,NT,791600,,,,,,07:00:00.000,17:30:00.000,07:00:00.000,13:30:00.000,09:00:00.000,15:30:00.000,false,
EAL,Ealing Broadway,EALING BROADWAY,-0.301752259,51.51484651,XR,319000,,,,,,05:35:00.000,23:25:00.000,05:35:00.000,23:25:00.000,07:00:00.000,20:30:00.000,true,true
ERL,Earlestown,EARLESTOWN,-2.637660072,53.45114797,NT,229200,,,,,,,,06:00:00.000,00:00:00.000,08:30:00.000,00:00:00.000,false,
EAR,Earley,EARLEY,-0.917992325,51.44109521,SW,569400,,,,,,06:05:00.000,13:25:00.000,08:00:00.000,16:00:00.000,10:00:00.000,16:00:00.000,true,false
EAD,Earlsfield,EARLSFIELD,-0.188445946,51.44199132,SW,558400,,,,,,06:30:00.000,10:30:00.000,09:00:00.000,15:00:00.000,09:00:00.000,13:00:00.000,false,false
ELD,Earlswood (Surrey),EARLSWOOD SURREY,-0.170821639,51.22732507,SN,541400,,,,,,06:30:00.000,10:45:00.000,,,,,true,false
EWD,Earlswood (West Midlands),EARLSWOOD W MID,-1.861165822,52.36659566,WM,452000,,,,,,,,,,,,false,
ECR,East Croydon,EAST CROYDON,-0.092276539,51.37500564,SN,535500,,,,,,,,,,,,true,true
EDY,East Didsbury,EAST DIDSBURY,-2.221996602,53.40932638,NT,294900,,,,,,06:30:00.000,13:00:00.000,07:30:00.000,14:00:00.000,,,false,
EDW,East Dulwich,EAST DULWICH,-0.080717696,51.46132011,SN,535800,,,,,,,,,,,,false,false
EFL,East Farleigh,EAST FARLEIGH,0.484734574,51.25523373,SE,523400,,,,,,,,,,,,false,
EGF,East Garforth,EAST GARFORTH,-1.370310799,53.7921293,NT,847200,,,,,,,,,,,,false,
EGR,East Grinstead,EAST GRINSTEAD,-0.017895018,51.12626697,SN,548600,,,,,,05:55:00.000,20:15:00.000,05:55:00.000,20:25:00.000,07:50:00.000,16:00:00.000,true,false
EKL,East Kilbride,EAST KILBRIDE,-4.180218692,55.76599496,SR,979300,,,,,,,,07:30:00.000,20:30:00.000,09:40:00.000,17:20:00.000,true,true
ELT,East Linton,ELINTN,-2.661243,55.986444,SR,036500,,,,,,,,,,,,false,false
EML,East Malling,EAST MALLING,0.439284828,51.28580685,SE,513400,,,,,,,,,,,,false,
EMD,East Midlands Parkway,E Midlands Pkway,-1.264687,52.864306,EM,1901,,,,,,,,06:00:00.000,19:30:00.000,07:30:00.000,19:30:00.000,true,true
ETL,East Tilbury,EAST TILBURY,0.4129328582,51.4848340787,CC,747100,,,,,,06:15:00.000,12:20:00.000,07:30:00.000,13:15:00.000,,,false,
EWR,East Worthing,EAST WORTHING,-0.354885361,50.82163957,SN,528300,,,,,,,,,,,,false,false
EBN,Eastbourne,EASTBOURNE.,0.281258504,50.76936955,SN,544800,,,,,,06:00:00.000,21:15:00.000,05:50:00.000,21:15:00.000,06:40:00.000,21:15:00.000,true,true
EBK,Eastbrook,EASTBROOK,-3.206148195,51.43763559,AW,379500,,,,,,,,,,,,false,
EST,Easterhouse,EASTERHOUSE,-4.107164856,55.85974135,SR,989400,,,,,,,,,,,,false,false
ERA,Eastham Rake,EASTHAM RAKE,-2.981171169,53.30759993,ME,212800,,,,,,,,,,,,true,
ESL,Eastleigh,EASTLEIGH.,-1.350088939,50.96924196,SW,589900,,,,,,06:00:00.000,19:30:00.000,06:00:00.000,19:30:00.000,07:00:00.000,18:30:00.000,true,true
EGN,Eastrington,EASTRINGTON,-0.787632643,53.75517708,NT,811400,,,,,,,,,,,,false,
EBD,Ebbsfleet International,EBSFDOM,0.321002,51.442898,HS,556600,,,,,,05:35:00.000,22:00:00.000,05:35:00.000,22:00:00.000,09:20:00.000,17:40:00.000,true,true
EBV,Ebbw Vale Parkway,EBV,-3.19682,51.75677,AW,9915,,,,,,,,,,,,false,false
EBB,Ebbw Vale Town,EBWVTN,-3.20182,51.77006,AW,3628,,,,,,,,,,,,false,false
ECC,Eccles (Manchester),ECCLES (MANCHR),-2.334517274,53.48537002,NT,295000,,,,,,06:25:00.000,12:55:00.000,07:25:00.000,13:55:00.000,,,false,
ECS,Eccles Road,ECCLES ROAD,0.969929467,52.47090467,LE,737000,,,,,,,,,,,,false,
ECL,Eccleston Park,ECCLESTON PARK,-2.780042527,53.43079708,NT,222700,,,,,,,,05:50:00.000,23:30:00.000,,,false,
EDL,Edale,EDALE,-1.816330371,53.3648068,NT,282400,,,,,,,,,,,,false,
EDN,Eden Park,EDEN PARK,-0.026605004,51.39081565,SE,505600,,,,,,06:10:00.000,12:50:00.000,07:20:00.000,14:00:00.000,,,false,
EBR,Edenbridge (Kent),EDENBRIDGE,0.060654046,51.20843113,SN,547300,,,,,,,,,,,,false,false
EBT,Edenbridge Town,EDENBRIDGE TOWN,0.067180931,51.20007799,SN,535900,,,,,,06:30:00.000,13:05:00.000,07:00:00.000,13:35:00.000,,,true,false
EDG,Edge Hill,EDGE HILL,-2.946488903,53.40262667,NT,216900,,,,,,,,05:30:00.000,00:10:00.000,,,false,false
EDB,Edinburgh,EDINBURGH.,-3.188221921,55.95238716,NR,932800,,,,,,06:00:00.000,22:00:00.000,06:00:00.000,22:00:00.000,07:00:00.000,22:00:00.000,true,true
EGY,Edinburgh Gateway,EDINGWY,-3.32,55.941,SR,6545,,,,,,,,06:25:00.000,22:00:00.000,09:00:00.000,22:00:00.000,true,true
EDP,Edinburgh Park,EDINBURGH PARK,-3.307661937,55.92754466,SR,939500,,,,,,,,,,,,false,false
EDR,Edmonton Green,EDMONTON GREEN,-0.0611055096,51.6249363459,LO,694100,,,,,,06:30:00.000,20:55:00.000,06:30:00.000,20:55:00.000,07:45:00.000,15:15:00.000,false,true
EFF,Effingham Junction,EFFINGHAM JN,-0.419956236,51.29149416,SW,564200,,,,,,06:30:00.000,12:00:00.000,09:00:00.000,13:00:00.000,,,false,false
EGG,Eggesford,EGGESFORD,-3.874777657,50.88773166,GW,582200,,,,,,,,,,,,false,
EGH,Egham,EGHAM,-0.54650574,51.42964981,SW,566900,,,,,,06:15:00.000,19:55:00.000,06:15:00.000,19:55:00.000,08:10:00.000,19:40:00.000,true,false
EGT,Egton,EGTON,-0.761919873,54.43767437,NT,791800,,,,,,,,,,,,false,
EPH,Elephant & Castle,EPH,-0.09951,51.49409,TL,524600,,,,,,07:00:00.000,20:10:00.000,06:40:00.000,20:10:00.000,09:10:00.000,18:40:00.000,true,false
ELG,Elgin,ELGIN,-3.311246353,57.6428985,SR,897700,,,,,,,,06:45:00.000,16:15:00.000,10:25:00.000,17:00:00.000,true,true
ELP,Ellesmere Port,ELLESMERE PORT,-2.896427988,53.28220693,ME,212100,,,,,,05:30:00.000,14:00:00.000,,,,,true,
ELE,Elmers End,ELMERS END,-0.049428828,51.39830239,SE,504900,,,,,,06:10:00.000,19:30:00.000,06:10:00.000,19:30:00.000,,,true,
ESD,Elmstead Woods,ELMSTEAD WOODS,0.044282703,51.41711905,SE,513500,,,,,,06:00:00.000,19:30:00.000,08:15:00.000,14:50:00.000,08:15:00.000,15:40:00.000,true,
ESW,Elmswell,ELMSWELL.,0.912598515,52.23805444,LE,734900,,,,,,,,,,,,false,
ELR,Elsecar,ELSECAR,-1.427415692,53.49867791,NT,666700,,,,,,,,,,,,true,
ESM,Elsenham (Essex),ELSENHAM ESSEX,0.228072408,51.92055206,LE,683200,,,,,,06:00:00.000,13:30:00.000,06:00:00.000,13:30:00.000,,,false,
ELS,Elstree & Borehamwood,ElstreeBorhamwd,-0.2798,51.65289,TL,154200,,,,,,06:00:00.000,20:30:00.000,06:00:00.000,20:30:00.000,06:30:00.000,21:15:00.000,true,true
ELW,Eltham,ELTHAM,0.052337616,51.45564856,SE,510300,,,,,,06:40:00.000,20:00:00.000,06:10:00.000,20:00:00.000,08:10:00.000,15:40:00.000,true,true
ELO,Elton & Orston,-,-0.855364249,52.95188523,EM,623800,,,,,,,,,,,,false,
ELY,Ely,ELY .,0.266833823,52.39124961,LE,706800,,,,,,06:00:00.000,20:00:00.000,06:00:00.000,20:00:00.000,08:30:00.000,18:30:00.000,true,true
EMP,Emerson Park,EMERSON PARK,0.2206477407,51.5689526394,LO,747300,,,,,,,,,,,,false,
EMS,Emsworth,EMSWORTH,-0.93878361,50.85138028,SN,525700,,,,,,06:40:00.000,13:15:00.000,06:40:00.000,13:15:00.000,08:10:00.000,15:45:00.000,true,true
ECP,Energlyn & Churchill Park,ENERGLYN,-3.22973,51.58376,AW,0375,,,,,,,,,,,,false,
